"","[Marginal fit of porcelain-fused-to-metal crowns: a comparative study of metal and porcelain butt ma"," ","","","","1989-09-22T00:00:00Z","","2489487"
"","The production of secondary caries-like lesions on cavity walls and the assessment of microleakage u"," ","","","","","","2283552"
"","[Rumen fistula operation in a sitatunga antelope (Tragelaphus spekei gratus)]."," ","","","","1991-01-01T00:00:00Z","","2015027"
"","[GLC-mass-spectrometrical investigation of the volatile components of wines. VI. Aroma compounds of "," ","","","","1976-04-28T00:00:00Z","","973462"
"","Validation of the smoking habits of a sample of the patient population seen in a pulmonary function "," ","","","","1989-12-29T00:00:00Z","","2604307"
"","Effect of repair surface design, repair material, and processing method on the transverse strength o"," ","","","","1992-06-30T00:00:00Z","","1403868"
"","Use of bioelectrical impedance to predict leanness of Boston butts."," ","","","","1992-11-02T00:00:00Z","","1459905"
"","NMR in cancer: XVIII. A superconductive NMR magnet for a human sample."," ","","","","1977-10-07T00:00:00Z","","909948"
"","Margin designs and fracture resistance of incisal resin composite restorations."," ","","","","1992-02-13T00:00:00Z","","1524737"
"","[Single tooth replacement with an endosseous oral implant and a ceramic fused to metal crown in comb"," ","","","","1991-11-13T00:00:00Z","","1818753"
"","Cement thickness and microleakage under metal-ceramic restorations with a facial butted margin: an i"," ","","","","1992-11-11T00:00:00Z","","1428612"
"","The bonded alumina crown. 2. Construction using the twin foil technique."," ","","","","1976-06-08T00:00:00Z","","791223"
"","[The differential diagnosis and the identification importance of the track of the heel of stabbing-c"," ","","","","1991-08-15T00:00:00Z","","1882397"
"","[Comparative studies on different full and veneer-ceramic crowns]."," ","","","","1989-11-23T00:00:00Z","","2639007"
"","Potential exposure from smoking parathion-contaminated cigarettes."," ","","","","1977-08-22T00:00:00Z","","907371"
"","A new metal-ceramic crown."," ","","","","1978-09-01T00:00:00Z","","359783"
"","Marginal leakage with different composite restorative materials in vitro. Effect of cavity design."," ","","","","1976-10-01T00:00:00Z","","789832"
"","[Pistols and revolvers as striking tools]."," ","","","","1989-03-01T00:00:00Z","","2802923"
"","Ultrastructural identification of umbilical cord vein endothelium in situ and in culture."," ","","","","1975-09-16T00:00:00Z","","169999"
"","Invisible supragingival crown margins: an in vitro study."," ","","","","1989-06-07T00:00:00Z","","2700628"
"","Bile salt 3 alpha- and 12 alpha-hydroxysteroid dehydrogenases from Eubacterium lentum and related or"," ","","","","1979-05-15T00:00:00Z","","39496"
"","[The effect of modified forms of preparation on the quality of SR Isosit composite inlay margins]."," ","","","","1991-09-20T00:00:00Z","","1817943"
"","Factors affecting the detection of infestations of Boophilus microplus in tick control programs."," ","","","","1976-07-25T00:00:00Z","","985247"
"","Marginal leakage with different composite restorative materials: effect of restorative techniques."," ","","","","1976-12-15T00:00:00Z","","794089"
"","Impact of long-term filter cigarette usage on lung and larynx cancer risk: a case-control study."," ","","","","1979-03-23T00:00:00Z","","283277"
"","Performance of occlusin in butt-joint and bevel-edged preparations: five-year results. 4."," ","","","","1991-04-08T00:00:00Z","","1936647"
"","Ureterocolostomy. An antireflux technique."," ","","","","1977-09-15T00:00:00Z","","903208"
"","[The use of island flaps and transplants with a blood supply in the reconstructive microsurgery of i"," ","","","","1991-12-10T00:00:00Z","","1774874"
"","Improved efficacy of some phosphate-based dentin-bonding agents."," ","","","","1989-09-30T00:00:00Z","","2700465"
"","Tar, CO and delta 9THC delivery from the 1st and 2nd halves of a marijuana cigarette."," ","","","","1991-11-21T00:00:00Z","","1666924"
"","[Adhesion of artificial teeth to polymethacrylate resins]."," ","","","","1990-07-10T00:00:00Z","","2200099"
"","[Effect of cavity design on the marginal fit of Class I composite fillings]."," ","","","","1990-10-03T00:00:00Z","","2269074"
"","Effect of three dentin adhesives on marginal adaptation of two light-cured composites."," ","","","","1986-02-21T00:00:00Z","","2939544"
"","[Intraoperative abdominal echography]."," ","","","","1990-04-03T00:00:00Z","","2204746"
"","In vitro evaluation of marginal fit and morphology of fired ceramic inlays."," ","","","","1992-04-15T00:00:00Z","","1502303"
"","Preparation and monitoring of marijuana smoke condensate samples."," ","","","","1975-08-10T00:00:00Z","","241444"
"","The effects of supplementary nicotine in regular cigarette smokers."," ","","","","1977-11-28T00:00:00Z","","593995"
"","Effect of interchanging two composite resin system with a dentine adhesive."," ","","","","1990-12-15T00:00:00Z","","2096955"
"","Efficacy of dentin-bonding agents in relation to application technique."," ","","","","1989-04-15T00:00:00Z","","2524151"
"","Effect of cavity depth and application technique on marginal adaptation of resins in dentin cavities"," ","","","","1986-11-04T00:00:00Z","","2959692"
"","Adhesive bonding of dental luting cements; influence of surface treatment."," ","","","","1978-06-15T00:00:00Z","","362798"
"","Postcementation marginal fit of a new ceramic foil crown system."," ","","","","1992-11-15T00:00:00Z","","1432797"
"","The action of trypsin and chymotrypsin on the reserve proteins of some leguminous seeds."," ","","","","1976-10-22T00:00:00Z","","1033463"
"","Root fracture in endodontically treated teeth related to post selection and crown design."," ","","","","1992-09-15T00:00:00Z","","1432756"
"","Resistance to synthetic pyrethroid pour-on insecticides in strains of the sheep body louse Bovicola "," ","","","","1992-09-01T00:00:00Z","","1449456"
"","An evaluation of techniques for finishing margins of gold inlays."," ","","","","1976-11-24T00:00:00Z","","1068288"
"","Self-titration by cigarette smokers."," ","","","","1979-08-11T00:00:00Z","","486932"
"","PCR-based typing of DNA extracted from cigarette butts."," ","","","","1991-10-08T00:00:00Z","","1931740"
"","An evaluation of different adhesive restorations in cervical lesions."," ","","","","1991-03-01T00:00:00Z","","1829111"
"","[Glass ionomer cement and "sandwich" restorations after two years of clinical service]."," ","","","","","","1814714"
"","The impact of a total ban on smoking in the Johns Hopkins Children's Center."," ","","","","1989-08-11T00:00:00Z","","2746836"
"","Shear bond strength to dentin by simulation of three-dimensional Class V cavity configuration."," ","","","","1991-07-20T00:00:00Z","","1813345"
"","L-Arabinose-ornithine-Irgasan medium for differentiating Serratia species."," ","","","","1978-03-10T00:00:00Z","","348720"
"","Clean-up of plasma extracts by gel permeation chromatography during analysis of isosorbide nitrates "," ","","","","1991-08-16T00:00:00Z","","1787155"
"","Cigarette smoke composition. Part 1. Limitations of FTC method when applied to cigarettes that heat "," ","","","","1990-08-15T00:00:00Z","","2211483"
"","Mutually exclusive synthetic pathways for sea urchin mitochondrial rRNA and mRNA."," ","","","","1989-03-21T00:00:00Z","","2471058"
"","Ultrastructural identification of HRP-injected oligodendrocytes in the intact rat optic nerve."," ","","","","1991-04-16T00:00:00Z","","1828785"
"","Estimates of subprimal yields from beef carcasses as affected by USDA grades, subcutaneous fat trim "," ","","","","1992-08-01T00:00:00Z","","1506304"
"","Smoking, nicotine dose and the lateralisation of electrocortical activity."," ","","","","1992-10-15T00:00:00Z","","1410162"
"","Acute effects of marijuana smoke on complex operant behavior in rhesus monkeys."," ","","","","1989-06-03T00:00:00Z","","2770412"
"","Effect of frame size, muscle score, and external fatness on live and carcass value of beef cattle."," ","","","","1992-11-02T00:00:00Z","","1459891"
"","Selective and tandem amplification of a member of the metallothionein gene family in Candida glabrat"," ","","","","1990-04-15T00:00:00Z","","2318858"
"","[An in vitro study of wear and marginal fracture of posterior composite resins]."," ","","","","1990-12-07T00:00:00Z","","2134129"
"","[Culture and differentiation of obligatory aerobic gram-negative rods from human material; a scheme "," ","","","","1976-12-20T00:00:00Z","","1015032"
"","Apical Na+ permeability of frog skin during serosal Cl- replacement."," ","","","","1988-05-20T00:00:00Z","","2458472"
"","Growth, development, and carcass composition in five genotypes of swine."," ","","","","1992-06-20T00:00:00Z","","1634396"
"","Administration of porcine somatotropin by sustained-release implant: growth and endocrine responses "," ","","","","1992-12-01T00:00:00Z","","1474011"
